uid,location,age,gender,reg_channel,reg_date,outcome
1759,13,30,female,9,2011-03-01,0
1760,22,38,female,9,2011-03-15,1
1761,4,29,male,9,2011-06-05,0
1762,12,30,female,3,2014-04-30,1
1763,10,23,male,3,2016-07-04,1
1764,12,21,male,9,2009-11-29,1
1765,1,0,,7,2016-03-25,0
1766,1,0,,7,2014-03-01,0
1767,1,0,,7,2015-07-18,1
1768,12,24,male,7,2013-03-15,1
1769,12,33,male,3,2013-03-18,0
1770,1,0,,7,2012-12-15,0
1771,13,28,female,9,2012-12-21,1
1772,1,0,,7,2013-03-14,1
1773,5,32,female,9,2006-03-13,0
1774,4,28,male,3,2015-08-26,0
1775,4,25,male,3,2015-08-30,1
1776,13,26,female,9,2014-02-19,0
1777,1,0,,4,2016-09-19,1
1778,15,22,male,9,2014-01-17,1
1779,12,32,female,7,2015-11-10,1
1780,1,0,,9,2016-06-16,1
1781,1,0,,7,2016-04-23,0
1782,3,28,female,9,2011-01-28,1
1783,1,0,,7,2013-07-14,1
1784,1,0,,7,2013-08-13,0
1785,4,0,male,3,2014-10-20,1
1786,4,0,male,3,2014-11-06,1
1787,4,19,male,3,2014-11-24,1
1788,1,0,,7,2013-09-27,0
1789,1,0,,7,2014-02-03,1
1790,4,30,male,3,2014-08-28,1
1791,4,28,female,3,2015-11-24,1
1792,4,23,female,3,2015-09-06,1
1793,5,37,male,3,2015-06-17,1
1794,1,0,,7,2016-01-06,0
1795,4,17,male,4,2016-01-16,1
1796,4,29,male,4,2016-01-08,1
1797,22,0,female,9,2013-08-19,0
1798,1,0,,7,2014-03-19,1
1799,5,33,male,9,2004-06-25,0
1800,1,0,,7,2016-05-04,0
1801,1,0,,7,2016-03-16,0
1802,13,32,female,9,2007-04-07,0
1803,21,0,,4,2016-01-25,1
1804,1,0,,7,2016-02-01,0
1805,6,21,male,9,2015-12-30,1
1806,1,0,,7,2014-10-10,0
1807,1,0,,4,2015-12-13,1
1808,1,0,,7,2016-08-22,0
1809,13,28,male,9,2012-03-03,1
1810,1,0,,7,2012-06-19,0
1811,1,0,,7,2016-01-10,0
1812,15,35,male,9,2011-11-11,1
1813,11,24,female,3,2013-11-05,1
1814,1,0,,7,2014-12-31,0
1815,1,0,,7,2015-07-17,1
1816,1,0,,9,2015-07-27,0
1817,1,0,,7,2014-05-05,1
1818,15,0,,9,2013-07-12,1
1819,13,18,female,9,2015-06-27,1
1820,1,22,male,3,2016-03-08,0
1821,6,29,male,3,2012-09-17,0
1822,8,46,male,9,2015-12-09,0
1823,13,0,,9,2014-01-08,0
1824,22,57,female,9,2010-05-10,1
1825,1,0,,7,2017-01-06,0
1826,1,0,,4,2017-01-15,1
1827,20,18,male,9,2008-05-27,1
1828,13,30,female,9,2005-12-05,0
1829,6,48,male,9,2006-03-08,1
1830,5,32,female,3,2012-10-24,0
1831,15,27,female,3,2015-01-21,1
1832,1,0,,7,2013-08-09,0
1833,22,53,female,7,2014-10-21,0
1834,1,0,,7,2015-12-12,0
1835,15,21,female,9,2007-07-04,1
1836,13,37,male,9,2007-10-31,0
1837,13,26,male,9,2015-12-19,1
1838,6,30,female,3,2013-10-06,1
1839,5,39,male,7,2010-12-21,0
1840,4,43,,9,2011-02-28,1
1841,1,0,,7,2011-02-22,0
1842,13,20,male,9,2011-02-25,1
1843,22,30,male,3,2014-11-18,1
1844,4,21,male,3,2012-10-03,1
1845,1,0,,7,2014-01-24,0
1846,1,0,,7,2014-01-26,1
1847,1,0,,3,2014-05-29,1
1848,13,31,female,3,2013-07-25,1
1849,1,0,,7,2013-07-28,0
1850,5,29,male,9,2012-01-27,0
1851,6,22,male,3,2012-02-28,0
1852,22,34,male,7,2012-03-14,1
1853,8,17,male,3,2016-09-13,1
1854,15,17,male,9,2011-02-15,1
1855,1,0,,7,2011-03-21,0
1856,1,0,,9,2016-07-12,1
1857,7,25,male,9,2010-06-26,1
1858,1,22,male,3,2016-11-20,1
1859,6,69,male,9,2010-05-20,1
1860,22,29,male,9,2010-05-08,1
1861,15,24,male,9,2010-05-09,1
1862,5,24,male,9,2009-03-02,0
1863,22,39,female,7,2013-08-06,1
1864,1,0,,3,2013-08-28,1
1865,1,0,,7,2013-09-08,1
1866,1,0,,7,2016-11-22,1
1867,1,0,,7,2016-11-26,0
1868,6,24,female,9,2011-08-21,0
1869,1,0,,7,2011-09-14,1
1870,1,0,,4,2016-12-16,0
1871,22,26,female,9,2009-08-08,0
1872,13,24,male,9,2009-12-13,1
1873,5,0,,9,2014-12-21,1
1874,3,26,female,9,2014-09-05,1
1875,5,33,male,9,2009-01-10,1
1876,13,24,,9,2014-01-09,1
1877,5,21,male,3,2014-10-08,1
1878,1,0,,7,2010-10-22,0
1879,10,18,male,9,2010-10-30,1
1880,22,44,male,7,2014-06-29,0
1881,15,0,male,7,2013-07-10,1
1882,6,24,female,9,2014-02-05,1
1883,1,0,,7,2014-09-09,1
1884,1,0,,7,2010-10-04,0
1885,1,0,,7,2010-10-06,1
1886,5,35,female,7,2010-10-06,1
1887,1,0,,7,2010-10-08,0
1888,1,0,,7,2013-10-15,0
1889,1,0,,7,2014-05-04,0
1890,5,0,,3,2013-10-19,1
1891,12,32,male,9,2013-10-30,0
1892,1,0,,7,2013-05-14,1
1893,5,0,,4,2016-06-17,1
1894,10,35,male,9,2013-09-19,1
1895,14,38,male,7,2011-01-13,0
1896,4,0,female,3,2013-09-16,1
1897,13,22,male,3,2016-03-30,1
1898,22,17,male,3,2015-09-01,1
1899,14,15,male,3,2015-09-08,0
1900,1,0,,9,2015-09-16,1
1901,14,40,female,9,2012-05-12,0
1902,8,34,female,3,2012-06-03,0
1903,4,40,male,7,2012-02-02,0
1904,22,0,,7,2012-05-05,0
1905,6,30,female,9,2008-04-02,0
1906,5,34,female,9,2008-08-19,1
1907,1,0,,7,2014-04-12,0
1908,18,35,male,9,2007-06-26,0
1909,4,30,female,3,2012-12-30,1
1910,4,49,female,9,2011-04-18,0
1911,1,0,,3,2014-07-16,1
1912,1,0,,7,2016-07-12,0
1913,5,26,male,3,2015-12-17,1
1914,4,37,male,9,2006-12-22,0
1915,14,28,female,9,2007-05-15,1
1916,6,53,male,9,2010-09-18,1
1917,5,31,female,9,2010-11-23,0
1918,13,31,female,9,2010-10-30,1
1919,1,0,female,3,2014-10-26,1
1920,22,25,male,7,2014-01-16,0
1921,1,0,,4,2016-06-02,1
1922,5,36,female,9,2007-07-20,1
1923,22,17,female,3,2016-06-14,1
1924,5,41,male,3,2015-08-19,1
1925,1,0,,7,2015-08-20,0
1926,3,21,male,7,2016-01-18,1
1927,1,0,,7,2011-09-19,0
1928,15,0,,9,2013-11-02,0
1929,1,0,,7,2015-11-12,1
1930,5,24,male,3,2015-11-27,1
1931,13,37,female,9,2006-11-16,1
1932,15,22,male,4,2015-11-23,0
1933,13,25,female,9,2009-06-19,1
1934,1,0,,7,2016-06-13,0
1935,1,0,,9,2016-03-25,1
1936,1,0,,7,2015-07-19,0
1937,5,29,female,7,2011-12-20,0
1938,1,0,,7,2012-01-05,0
1939,1,0,,3,2013-04-28,0
1940,1,0,,7,2013-06-19,1
1941,1,0,,7,2013-07-02,1
1942,5,23,female,9,2006-10-06,1
1943,5,26,female,7,2014-02-07,0
1944,5,14,male,7,2016-03-08,0
1945,13,22,female,7,2014-08-31,1
1946,13,0,,9,2015-05-07,1
1947,1,0,,7,2014-03-14,1
1948,22,30,female,9,2004-11-15,0
1949,21,38,male,9,2005-07-14,1
1950,18,55,female,4,2016-05-01,1
1951,13,41,male,4,2016-05-05,1
1952,1,0,,7,2016-05-28,0
1953,1,0,,3,2013-06-19,1
1954,1,0,,7,2016-02-27,1
1955,13,24,male,9,2012-11-22,1
1956,1,0,,7,2015-11-10,1
1957,1,0,,9,2015-12-06,1
1958,1,21,female,3,2016-01-31,1
1959,1,0,,7,2016-01-31,0
1960,1,0,male,4,2015-12-06,1
1961,14,0,,9,2015-09-23,0
1962,15,25,male,9,2015-09-25,0
1963,5,69,female,3,2015-09-27,0
1964,1,0,,9,2015-10-09,1
1965,1,0,,7,2015-10-25,1
1966,11,25,male,9,2006-03-25,1
1967,1,0,,7,2016-03-21,0
1968,22,28,male,9,2012-02-09,1
1969,15,27,male,3,2012-02-11,0
1970,8,28,female,7,2011-03-05,0
1971,5,46,male,9,2004-04-11,1
1972,1,0,,7,2015-08-22,0
1973,13,21,male,9,2015-08-24,1
1974,1,0,,7,2015-09-14,0
1975,1,0,,7,2015-10-04,0
1976,1,0,,3,2013-12-31,1
1977,1,0,,7,2014-01-30,0
1978,5,32,female,9,2009-08-16,1
1979,1,0,,7,2011-02-11,1
1980,1,0,,9,2016-07-12,1
1981,14,0,,7,2011-01-23,1
1982,1,0,,3,2013-07-19,0
1983,14,25,female,3,2014-05-16,1
1984,4,31,male,9,2007-01-26,0
1985,1,0,,7,2014-05-11,0
1986,13,34,female,7,2014-06-18,1
1987,1,0,,3,2014-06-23,0
1988,13,33,female,9,2004-10-02,1
1989,14,37,male,9,2004-10-17,0
1990,15,27,male,9,2005-11-27,0
1991,1,0,,7,2014-04-04,0
1992,1,0,,7,2011-02-20,0
1993,10,30,female,7,2012-02-17,0
1994,1,0,,7,2012-03-23,1
1995,1,0,,9,2012-03-29,1
1996,5,23,male,9,2009-05-21,1
1997,1,0,,7,2016-12-21,0
1998,22,26,female,3,2012-05-10,1
1999,1,0,,7,2012-06-05,0
2000,1,0,,7,2014-07-16,0
2001,1,0,,7,2016-08-15,0
2002,1,0,,9,2015-06-18,1
2003,1,0,,7,2015-12-02,0
2004,1,0,,4,2017-01-19,1
2005,7,32,female,9,2005-12-31,0
2006,13,22,male,3,2013-10-19,1
2007,13,26,female,9,2013-12-05,1
2008,13,32,male,9,2014-06-18,0
2009,6,0,male,9,2016-03-14,1
2010,13,22,female,9,2013-09-08,1
2011,1,0,,7,2013-06-29,0
2012,4,0,,3,2013-01-03,0
2013,1,0,,7,2017-01-09,0
2014,1,0,,7,2011-04-13,1
2015,15,32,male,3,2014-05-12,1
2016,1,0,,7,2017-01-10,0
2017,9,24,female,9,2009-07-05,1
2018,1,0,,9,2016-07-12,1
2019,22,25,female,9,2011-04-21,0
2020,1,0,,7,2014-05-29,0
2021,17,30,male,4,2017-01-18,0
2022,13,44,female,9,2009-05-07,1
2023,13,19,female,9,2011-08-30,1
2024,1,0,,7,2014-08-17,0
2025,1,0,,3,2014-06-30,0
2026,13,30,female,9,2011-06-11,1
2027,15,28,male,3,2013-07-11,1
2028,1,0,,7,2013-07-26,1
2029,13,28,female,9,2013-07-06,0
2030,1,0,,7,2014-01-23,0
2031,22,21,female,7,2014-01-26,0
2032,13,26,male,9,2013-02-16,1
2033,4,25,male,3,2013-12-16,1
2034,13,22,female,9,2014-01-04,1
2035,1,0,,7,2013-08-10,0
2036,1,0,,9,2016-06-02,0
2037,1,17,female,7,2016-06-03,1
2038,1,0,,7,2016-06-20,0
2039,13,18,female,4,2016-07-30,1
2040,5,19,male,9,2015-09-14,1
2041,1,0,,7,2015-10-10,0
2042,1,0,,7,2016-12-30,0
2043,1,0,,7,2014-03-19,0
2044,15,32,female,7,2011-03-14,0
2045,15,44,female,9,2011-05-01,0
2046,18,31,male,9,2004-10-16,0
2047,22,22,female,3,2014-06-05,1
2048,1,0,,7,2013-10-06,0
2049,1,0,,9,2017-01-31,1
2050,13,41,male,9,2010-02-04,0
2051,1,0,female,3,2012-06-10,1
2052,22,38,female,9,2015-08-21,0
2053,4,29,female,9,2010-07-25,0
2054,10,36,female,9,2010-10-03,0
2055,14,28,male,9,2007-12-16,0
2056,17,22,female,9,2007-12-28,0
2057,15,0,,9,2011-01-22,0
2058,13,23,male,3,2012-09-12,1
2059,1,0,,9,2012-02-15,1
2060,11,33,female,9,2006-02-28,1
2061,22,48,female,9,2006-03-07,1
2062,1,0,,7,2016-07-16,0
2063,1,0,,7,2014-03-24,1
2064,5,36,female,9,2007-11-03,0
2065,1,0,,7,2014-03-22,0
2066,1,0,,7,2013-05-28,0
2067,22,24,female,3,2013-06-16,1
2068,3,35,female,9,2005-09-09,0
2069,1,0,,7,2013-10-30,1
2070,4,18,female,3,2015-07-17,0
2071,5,36,female,3,2015-07-30,0
2072,13,23,male,9,2006-03-28,0
2073,1,0,,7,2013-07-12,0
2074,12,0,,7,2013-05-07,0
2075,14,27,female,3,2013-06-09,0
2076,1,0,,4,2016-04-06,1
2077,1,0,,7,2016-01-28,0
2078,22,0,,4,2016-05-03,0
2079,1,0,,7,2016-05-14,0
2080,15,20,male,3,2015-01-03,0
2081,22,31,female,3,2013-01-20,0
2082,13,20,male,3,2013-01-20,0
2083,12,36,female,9,2015-11-11,1
2084,1,0,,7,2010-09-04,1
2085,15,30,female,9,2010-05-05,1
2086,22,23,male,3,2014-10-26,0
2087,13,21,male,3,2014-10-27,1
2088,15,29,female,3,2014-11-21,0
2089,12,22,male,9,2013-09-05,0
2090,18,19,female,3,2012-12-23,0
2091,1,0,,3,2013-01-12,1
2092,13,22,male,9,2012-09-20,0
2093,22,0,female,3,2013-11-24,0
2094,1,0,,7,2015-07-13,0
2095,1,0,,7,2011-02-23,0
2096,6,29,female,9,2011-04-08,0
2097,1,0,,7,2016-10-20,0
2098,1,0,,7,2016-10-17,0
2099,1,0,,4,2016-06-05,1
2100,5,0,,3,2014-04-25,0
2101,13,28,female,9,2011-09-24,0
2102,8,40,male,9,2010-12-19,0
2103,5,0,,7,2010-04-19,0
2104,1,0,,7,2014-06-11,0
2105,13,28,female,3,2014-03-26,0
2106,1,0,,7,2013-03-02,0
2107,1,0,,7,2011-02-14,0
2108,1,0,,7,2011-02-22,0
2109,9,21,male,3,2013-09-28,1
2110,1,0,,7,2013-07-16,1
2111,13,55,female,9,2013-07-20,0
2112,1,0,,4,2016-09-26,1
2113,11,117,female,9,2011-11-06,0
2114,1,0,,7,2011-11-07,0
2115,1,0,,7,2016-07-20,0
2116,4,17,male,4,2016-07-23,1
2117,1,0,,7,2016-07-26,0
2118,1,0,,7,2015-07-31,0
2119,1,0,,7,2015-12-03,0
2120,13,41,male,9,2004-07-19,0
2121,17,26,female,9,2011-05-15,1
2122,1,0,,7,2011-06-04,0
2123,4,28,female,9,2014-03-05,1
2124,1,0,,7,2013-08-13,0
2125,7,23,,9,2016-01-10,1
2126,1,0,,7,2016-01-22,1
2127,15,24,male,3,2013-08-31,1
2128,13,21,male,3,2012-01-23,1
2129,13,22,male,3,2012-06-13,0
2130,8,24,male,4,2016-04-13,1
2131,14,33,male,3,2014-10-07,1
2132,1,0,,4,2016-04-16,1
2133,1,0,,7,2011-05-24,0
2134,1,0,,7,2011-09-07,0
2135,4,34,male,9,2011-10-14,1
2136,4,24,male,7,2014-06-14,1
2137,1,0,,7,2015-07-20,0
2138,4,37,female,9,2006-07-21,1
2139,13,24,male,3,2014-05-30,1
2140,15,37,female,9,2009-11-08,0
2141,18,18,male,3,2014-05-26,1
2142,15,22,male,3,2012-09-14,1
2143,1,0,,7,2016-11-28,0
2144,13,23,female,9,2007-07-19,0
2145,1,0,,7,2013-09-12,1
2146,3,20,,3,2013-01-31,0
2147,1,0,,7,2015-09-06,1
2148,6,23,female,7,2015-09-14,0
2149,6,15,male,3,2015-06-27,1
2150,5,22,male,3,2015-07-05,1
2151,1,0,,7,2011-05-09,0
2152,4,23,male,9,2009-06-14,1
2153,5,33,male,9,2006-02-25,0
2154,1,0,,7,2011-01-07,0
2155,1,0,,7,2011-01-31,0
2156,6,29,male,4,2016-11-05,1
2157,18,19,male,4,2016-11-18,1
2158,13,0,male,3,2013-06-06,0
2159,22,39,male,7,2013-06-20,1
2160,14,39,male,9,2014-02-19,1
2161,6,0,male,9,2005-09-16,0
2162,6,45,female,9,2006-02-18,1
2163,13,28,,9,2014-12-17,1
2164,1,0,,7,2011-07-08,0
2165,22,22,male,9,2014-10-15,1
2166,13,21,female,9,2007-09-22,0
2167,1,0,,9,2015-01-03,1
2168,5,40,male,4,2016-12-12,0
2169,1,0,,7,2013-12-25,1
2170,5,32,male,7,2016-07-31,1
2171,22,0,,4,2016-08-07,0
2172,13,27,female,4,2015-11-29,0
2173,1,0,,7,2015-12-02,0
2174,4,0,male,9,2005-10-30,0
2175,1,0,,7,2016-06-18,0
2176,22,37,male,9,2012-12-20,1
2177,1,0,,3,2014-07-12,0
2178,14,33,male,7,2011-01-29,0
2179,7,0,,4,2016-04-28,0
2180,14,32,female,9,2007-12-05,0
2181,18,39,male,9,2011-01-21,0
2182,1,0,,9,2015-01-01,1
2183,13,20,male,9,2015-01-03,1
2184,21,32,male,9,2006-05-18,0
2185,5,32,male,9,2006-05-24,0
2186,15,22,male,9,2006-09-27,1
2187,3,32,female,9,2006-12-13,0
2188,16,56,female,9,2009-03-20,1
2189,13,43,male,9,2009-11-02,0
2190,13,25,male,9,2008-06-30,0
2191,11,30,male,9,2008-01-28,1
2192,13,31,male,3,2014-06-20,1
2193,9,40,female,4,2015-11-12,1
2194,13,30,male,9,2015-04-21,1
2195,13,24,male,9,2012-10-29,1
2196,1,0,,3,2012-11-09,1
2197,13,31,male,7,2012-12-24,0
2198,1,0,,7,2011-03-31,0
2199,5,23,female,3,2014-02-09,1
2200,15,18,male,3,2012-01-28,1
2201,14,28,female,9,2012-02-24,0
2202,1,0,,7,2012-04-21,0
2203,13,20,male,3,2012-04-24,1
2204,1,0,,7,2014-02-03,0
2205,1,0,,7,2017-01-08,0
2206,1,0,,4,2017-01-14,0
2207,11,22,male,9,2010-06-15,1
2208,15,24,female,3,2013-02-04,1
2209,22,23,female,3,2013-11-15,0
2210,4,21,female,3,2012-10-21,1
2211,13,23,female,3,2013-01-01,0
2212,5,20,male,3,2013-01-07,1
2213,5,38,male,9,2010-04-12,1
2214,13,29,male,7,2010-11-16,1
2215,5,20,male,4,2016-03-28,1
2216,1,0,,7,2013-08-18,0
2217,5,36,male,7,2011-11-25,1
2218,5,31,male,9,2011-12-22,0
2219,13,22,female,3,2012-07-08,0
2220,21,0,,9,2013-07-20,0
2221,13,24,female,3,2012-04-23,0
2222,9,21,male,3,2012-05-06,1
2223,6,19,female,3,2012-06-08,0
2224,1,0,,7,2014-03-03,1
2225,1,0,,9,2014-04-16,1
2226,1,0,,7,2014-04-21,1
2227,6,36,female,7,2010-09-30,0
2228,1,0,,7,2013-10-08,0
2229,1,0,,7,2014-06-16,0
2230,22,27,male,7,2016-06-16,0
2231,15,23,male,3,2016-03-21,1
2232,11,18,male,4,2015-11-22,1
2233,5,36,,4,2015-11-10,1
2234,1,0,,7,2016-10-25,0
2235,1,0,,7,2013-07-20,1
2236,9,20,male,3,2013-09-21,0
2237,13,20,female,3,2013-09-08,1
2238,15,27,male,9,2013-03-01,0
2239,10,47,female,9,2008-04-27,1
2240,1,0,,7,2013-11-22,0
2241,1,0,,7,2013-11-30,0
2242,5,20,male,3,2013-12-02,1
2243,1,0,,7,2016-08-15,0
2244,1,0,,7,2016-02-26,1
2245,4,28,male,7,2015-07-01,0
2246,1,0,,7,2016-08-09,0
2247,15,36,female,4,2016-08-23,1
2248,1,0,,7,2013-12-17,1
2249,14,23,female,3,2014-01-11,1
2250,13,30,male,4,2015-11-16,1
2251,1,0,,9,2013-01-25,0
2252,15,45,male,9,2005-03-01,0
2253,13,28,female,9,2005-03-04,1
2254,1,0,,7,2014-01-16,0
2255,15,20,male,7,2016-06-28,0
2256,14,24,male,4,2016-07-02,0
2257,1,0,,7,2013-10-24,0
2258,5,23,male,7,2013-11-03,0
2259,1,0,,7,2010-09-01,0
2260,4,35,male,9,2010-09-20,1
2261,9,40,male,7,2010-09-22,1
2262,1,0,,7,2015-12-14,0
2263,5,25,female,7,2016-06-23,0
2264,13,29,male,3,2014-02-28,0
2265,5,28,male,9,2014-12-15,0
2266,13,30,male,9,2006-07-10,1
2267,1,0,,9,2015-07-27,1
2268,14,0,male,7,2014-03-22,0
2269,1,0,,3,2013-04-11,0
2270,15,22,male,9,2015-05-28,0
2271,22,0,male,4,2016-04-18,1
2272,13,19,male,9,2016-05-05,0
2273,1,0,,4,2016-05-08,1
2274,1,0,,7,2016-05-11,1
2275,12,18,female,4,2016-10-08,1
2276,1,0,,7,2015-07-04,0
2277,1,0,,7,2015-07-07,0
2278,5,24,female,7,2013-07-02,0
2279,4,36,female,3,2012-12-29,1
2280,1,0,,7,2015-07-26,0
2281,1,0,,7,2012-02-02,0
2282,12,32,female,3,2012-03-20,0
2283,22,26,male,3,2012-04-21,1
2284,1,0,,7,2012-05-06,0
2285,1,0,,7,2015-12-28,0
2286,1,0,,4,2016-01-02,1
2287,1,0,,7,2012-01-07,0
2288,5,23,female,9,2007-05-29,1
2289,1,0,,7,2016-04-29,0
2290,4,35,male,7,2013-07-14,1
2291,15,23,male,3,2014-02-01,0
2292,10,18,female,3,2011-12-16,1
2293,8,40,female,9,2011-10-04,0
2294,1,0,,7,2016-01-21,1
2295,6,23,female,3,2013-11-05,1
2296,6,36,female,9,2006-06-15,1
2297,4,38,male,9,2007-02-15,0
2298,3,33,male,9,2007-04-27,1
2299,1,0,,7,2013-12-23,0
2300,1,0,,7,2014-01-25,1
2301,1,0,,7,2016-04-05,0
2302,13,38,male,7,2010-12-21,0
2303,1,0,,7,2011-02-17,0
2304,1,0,,7,2016-04-23,0
2305,5,26,female,9,2014-11-19,1
2306,5,30,male,9,2011-10-04,1
2307,3,34,female,7,2013-02-11,1
2308,1,0,,7,2010-12-08,0
2309,1,0,,3,2013-09-15,1
2310,13,53,female,9,2010-05-02,0
2311,22,22,male,4,2017-01-23,0
2312,22,18,female,9,2011-04-03,1
2313,5,48,female,9,2011-05-07,0
2314,13,19,female,3,2015-01-02,1
2315,1,0,,7,2016-06-27,0
2316,1,0,,7,2014-04-09,1
2317,12,29,male,9,2007-07-10,1
2318,1,0,,9,2014-05-30,1
2319,4,23,male,9,2013-12-05,0
2320,1,0,male,3,2015-08-29,1
2321,1,0,,9,2014-11-29,0
2322,4,0,,9,2014-12-21,1
2323,13,27,male,9,2008-02-11,0
2324,15,18,male,3,2013-02-03,1
2325,1,0,,7,2015-09-15,0
2326,13,19,male,3,2015-09-17,0
2327,1,0,,7,2015-09-20,0
2328,1,0,,7,2015-07-06,0
2329,15,36,,9,2011-02-03,0
2330,14,27,female,7,2013-09-23,0
2331,22,0,,9,2015-08-15,1
2332,1,0,,7,2016-07-22,0
2333,22,0,,9,2016-07-29,0
2334,12,31,male,9,2011-04-03,1
2335,3,33,male,9,2011-10-25,0
2336,22,31,female,9,2010-10-13,1
2337,4,23,female,9,2010-12-13,1
2338,5,22,male,3,2013-04-28,1
2339,1,0,,7,2013-07-09,1
2340,1,21,female,3,2015-08-17,0
2341,1,0,,7,2016-02-15,0
2342,1,0,,7,2016-02-17,1
2343,1,0,,4,2016-02-21,1
2344,15,21,male,9,2011-05-14,0
2345,6,37,female,9,2008-09-03,0
2346,4,31,male,9,2008-12-09,0
2347,15,20,male,3,2014-11-01,1
2348,1,0,,3,2013-07-22,1
2349,1,0,,7,2013-08-26,0
2350,13,19,male,3,2013-09-17,1
2351,4,20,female,3,2014-06-24,0
2352,8,20,female,3,2014-01-01,1
2353,1,0,,7,2015-07-15,0
2354,13,35,male,9,2013-03-31,0
2355,1,0,,7,2016-06-06,0
2356,1,0,,9,2016-04-30,1
2357,1,0,,7,2016-05-04,1
2358,1,0,,4,2016-05-19,1
2359,22,33,male,7,2010-10-08,0
2360,13,35,female,9,2009-07-03,1
2361,1,0,,7,2014-02-24,0
2362,13,30,male,7,2013-08-23,1
2363,12,35,female,9,2014-12-07,1
2364,1,0,,9,2015-01-06,1
2365,6,34,female,3,2013-05-16,0
2366,1,0,,3,2013-04-03,1
2367,1,0,,7,2013-07-11,1
2368,13,47,male,9,2013-08-30,0
2369,5,27,female,7,2016-01-04,1
2370,13,27,male,3,2015-06-24,0
2371,1,0,,7,2015-07-19,0
2372,1,0,,7,2015-12-16,0
2373,13,60,female,3,2012-09-09,0
2374,1,49,male,4,2017-01-17,1
2375,1,0,,7,2016-05-22,0
2376,9,17,male,4,2016-08-20,1
2377,1,0,,7,2016-09-26,1
2378,1,0,,13,2016-10-01,0
2379,1,0,,7,2016-10-06,0
2380,4,33,female,9,2006-05-01,1
2381,13,27,male,9,2006-11-13,0
2382,13,37,female,9,2007-03-13,1
2383,1,0,,7,2016-03-14,0
2384,1,0,,7,2016-01-26,1
2385,1,0,,7,2015-12-18,0
2386,6,32,male,9,2011-11-17,0
2387,1,0,,7,2015-12-05,1
2388,4,27,female,3,2013-07-24,0
2389,22,20,,9,2015-08-27,1
2390,22,24,female,3,2014-09-02,0
2391,1,0,,7,2016-06-24,0
2392,1,0,,7,2014-02-23,0
2393,1,0,,9,2014-12-05,1
2394,15,29,male,9,2006-07-21,1
2395,14,31,female,9,2006-11-12,1
2396,13,22,female,9,2007-02-25,0
2397,5,21,male,4,2015-11-26,1
2398,1,0,,7,2013-03-15,1
2399,1,0,,7,2013-01-14,1
2400,1,0,,7,2015-10-03,0
2401,1,0,,7,2016-01-31,1
2402,1,0,,7,2016-02-11,1
2403,1,0,,7,2016-02-26,0
2404,13,29,male,9,2007-03-19,0
2405,18,29,female,9,2005-05-08,0
2406,22,29,male,9,2006-03-17,0
2407,1,0,,3,2013-06-01,0
2408,7,30,female,3,2013-06-14,1
2409,15,27,female,3,2013-07-05,1
2410,13,22,male,3,2013-10-28,1
2411,1,0,,7,2016-05-14,1
2412,1,0,,7,2016-05-28,0
2413,1,0,,7,2013-03-03,0
2414,1,0,,7,2015-08-31,1
2415,1,0,,7,2013-08-30,0
2416,1,0,,9,2013-09-24,0
2417,18,22,female,3,2016-03-20,1
2418,15,33,female,3,2012-02-23,0
2419,13,27,male,3,2012-03-29,0
2420,8,42,male,3,2012-03-29,0
2421,22,27,male,9,2009-11-07,1
2422,1,0,,7,2016-05-24,1
2423,4,0,,7,2012-03-30,0
2424,1,0,,7,2012-07-04,0
2425,1,29,female,4,2015-12-23,1
2426,1,0,,7,2014-06-05,0
2427,13,30,male,9,2011-12-02,1
2428,1,0,,7,2012-01-03,0
2429,6,37,male,4,2016-05-15,1
2430,1,0,,7,2016-07-07,0
2431,4,15,female,4,2016-07-08,0
2432,1,0,,7,2016-02-26,0
2433,5,35,female,9,2011-12-21,0
2434,1,0,,7,2016-01-30,0
2435,15,25,male,9,2007-02-13,0
2436,1,0,,4,2016-04-03,1
2437,22,0,,4,2015-11-23,0
2438,13,21,male,7,2016-05-03,0
2439,5,42,male,4,2016-05-03,1
2440,1,0,,7,2013-06-30,0
2441,6,28,male,9,2004-07-01,1
2442,13,50,male,9,2005-09-14,1
2443,1,0,,7,2015-12-08,0
2444,8,21,male,3,2015-06-18,1
2445,13,20,male,4,2016-02-03,1
2446,1,0,,7,2015-08-06,0
2447,6,0,,4,2016-05-25,1
2448,14,16,male,9,2014-04-13,0
2449,1,0,,7,2012-12-24,0
2450,1,0,,7,2012-12-24,0
2451,9,30,male,3,2016-12-23,1
2452,6,0,,9,2016-04-25,1
2453,1,0,,7,2013-07-10,0
2454,5,25,,3,2013-12-19,0
2455,1,0,,7,2014-01-01,1
2456,13,27,male,9,2013-04-13,1
2457,15,76,male,9,2011-07-01,0
2458,15,27,male,9,2010-09-09,1
2459,15,23,female,9,2010-08-08,0
2460,13,29,female,9,2007-09-22,0
2461,11,27,female,9,2005-10-16,1
2462,13,18,female,7,2013-05-04,1
2463,1,0,,4,2017-01-04,1
2464,4,27,female,9,2012-11-17,0
2465,4,25,male,3,2016-07-09,1
2466,13,30,male,3,2012-12-17,1
2467,4,19,male,3,2014-07-13,0
2468,13,21,male,7,2011-02-17,1
2469,15,24,male,9,2011-05-10,1
2470,5,35,male,7,2011-02-26,0
2471,1,0,,7,2011-03-11,0
2472,22,31,male,3,2012-06-02,1
